deal_id,target_demo,I_d,J_d,CPM_d,impressions,completion,shortfall
D958,F18-34,33,5,1.01,0.0,0.0,33.0
D904,M25-54,36,6,1.24,0.0,0.0,36.0
D905,F18-34,64,11,1.36,0.0,0.0,64.0
D906,M25-54,58,8,1.13,0.0,0.0,58.0
D910,F18-34,27,5,1.05,0.0,0.0,27.0
D922,M25-54,55,7,1.09,0.0,0.0,55.0
D911,P25-54,53,9,1.4,0.0,0.0,53.0
D912,M25-54,38,4,1.34,0.0,0.0,38.0
D913,F18-34,63,10,1.3,0.0,0.0,63.0
D914,M25-54,51,6,1.08,0.0,0.0,51.0
D916,F18-34,43,6,1.24,0.0,0.0,43.0
D918,F18-34,30,4,1.04,0.0,0.0,30.0
D919,P25-54,48,8,1.43,0.0,0.0,48.0
D920,M25-54,37,5,1.34,0.0,0.0,37.0
D921,F18-34,63,9,1.31,0.0,0.0,63.0
D967,P25-54,48,6,1.42,0.0,0.0,48.0
D836,F18-34,37,8,1.23,0.0,0.0,37.0
D834,M25-54,51,8,1.11,0.0,0.0,51.0
D776,M25-54,33,4,1.27,0.0,0.0,33.0
D750,F18-34,28,5,0.95,0.0,0.0,28.0
D751,P25-54,49,8,1.34,0.0,0.0,49.0
D976,M25-54,36,6,1.32,0.0,0.0,36.0
D752,M25-54,38,5,1.31,0.0,0.0,38.0
D753,F18-34,55,12,1.26,0.0,0.0,55.0
D754,M25-54,55,7,1.06,0.0,0.0,55.0
D756,F18-34,40,7,1.16,0.0,0.0,40.0
D758,F18-34,32,5,0.95,0.0,0.0,32.0
D759,P25-54,46,7,1.35,0.0,0.0,46.0
D760,M25-54,35,6,1.28,0.0,0.0,35.0
D761,F18-34,63,9,1.36,0.0,0.0,63.0
D764,F18-34,42,6,1.21,0.0,0.0,42.0
D766,F18-34,28,5,0.99,0.0,0.0,28.0
D767,P25-54,50,10,1.44,0.0,0.0,50.0
D768,M25-54,33,5,1.3,0.0,0.0,33.0
D769,F18-34,57,10,1.27,0.0,0.0,57.0
D975,P25-54,52,8,1.37,0.0,0.0,52.0
D770,M25-54,58,7,1.06,0.0,0.0,58.0
D772,F18-34,43,8,1.25,0.0,0.0,43.0
D774,F18-34,28,6,1.02,0.0,0.0,28.0
D775,P25-54,52,8,1.4,0.0,0.0,52.0
D748,F18-34,37,6,1.14,0.0,0.0,37.0
D977,F18-34,57,11,1.36,0.0,0.0,57.0
D746,M25-54,56,8,1.09,0.0,0.0,56.0
D732,F18-34,37,8,1.15,0.0,0.0,37.0
D722,M25-54,57,8,1.05,0.0,0.0,57.0
D981,M25-54,44,7,1.45,0.0,0.0,44.0
D724,F18-34,37,7,1.15,0.0,0.0,37.0
D726,F18-34,31,5,0.96,0.0,0.0,31.0
D727,P25-54,45,7,1.38,0.0,0.0,45.0
D980,F18-34,39,8,1.19,0.0,0.0,39.0
D728,M25-54,38,5,1.34,0.0,0.0,38.0
D729,F18-34,62,11,1.32,0.0,0.0,62.0
D730,M25-54,52,9,1.09,0.0,0.0,52.0
D734,F18-34,29,6,1.0,0.0,0.0,29.0
D978,M25-54,52,8,1.1,0.0,0.0,52.0
D735,P25-54,47,8,1.35,0.0,0.0,47.0
D736,M25-54,36,4,1.35,0.0,0.0,36.0
D737,F18-34,55,9,1.26,0.0,0.0,55.0
D738,M25-54,56,8,1.09,0.0,0.0,56.0
D740,F18-34,39,6,1.16,0.0,0.0,39.0
D742,F18-34,33,4,1.02,0.0,0.0,33.0
D743,P25-54,46,9,1.45,0.0,0.0,46.0
D744,M25-54,35,6,1.3,0.0,0.0,35.0
D745,F18-34,60,9,1.34,0.0,0.0,60.0
D974,F18-34,33,5,0.98,0.0,0.0,33.0
D777,F18-34,54,10,1.26,0.0,0.0,54.0
D833,F18-34,58,9,1.36,0.0,0.0,58.0
D778,M25-54,60,7,1.08,0.0,0.0,60.0
D808,M25-54,35,5,1.25,0.0,0.0,35.0
D809,F18-34,57,10,1.3,0.0,0.0,57.0
D810,M25-54,55,8,1.09,0.0,0.0,55.0
D969,F18-34,56,11,1.28,0.0,0.0,56.0
D812,F18-34,38,7,1.23,0.0,0.0,38.0
D814,F18-34,31,5,0.96,0.0,0.0,31.0
D815,P25-54,46,9,1.41,0.0,0.0,46.0
D816,M25-54,33,4,1.27,0.0,0.0,33.0
D817,F18-34,61,9,1.32,0.0,0.0,61.0
D818,M25-54,51,8,1.06,0.0,0.0,51.0
D820,F18-34,42,6,1.19,0.0,0.0,42.0
D822,F18-34,29,5,0.98,0.0,0.0,29.0
D823,P25-54,49,6,1.4,0.0,0.0,49.0
D824,M25-54,36,6,1.33,0.0,0.0,36.0
D825,F18-34,55,9,1.33,0.0,0.0,55.0
D826,M25-54,57,7,1.05,0.0,0.0,57.0
D828,F18-34,38,7,1.23,0.0,0.0,38.0
D830,F18-34,28,6,0.96,0.0,0.0,28.0
D968,M25-54,38,4,1.25,0.0,0.0,38.0
D831,P25-54,49,7,1.38,0.0,0.0,49.0
D832,M25-54,33,6,1.34,0.0,0.0,33.0
D807,P25-54,51,8,1.37,0.0,0.0,51.0
D806,F18-34,27,5,1.05,0.0,0.0,27.0
D804,F18-34,38,8,1.17,0.0,0.0,38.0
D791,P25-54,48,7,1.34,0.0,0.0,48.0
D780,F18-34,42,7,1.16,0.0,0.0,42.0
D782,F18-34,29,5,0.96,0.0,0.0,29.0
D783,P25-54,45,9,1.39,0.0,0.0,45.0
D784,M25-54,33,6,1.3,0.0,0.0,33.0
D785,F18-34,62,8,1.29,0.0,0.0,62.0
D786,M25-54,54,7,1.06,0.0,0.0,54.0
D570,M25-54,54,8,1.07,0.0,0.0,54.0
D788,F18-34,38,7,1.19,0.0,0.0,38.0
D790,F18-34,33,6,0.96,0.0,0.0,33.0
D792,M25-54,35,4,1.24,0.0,0.0,35.0
D970,M25-54,52,8,1.07,0.0,0.0,52.0
D793,F18-34,62,12,1.34,0.0,0.0,62.0
D794,M25-54,50,7,1.05,0.0,0.0,50.0
D796,F18-34,42,7,1.2,0.0,0.0,42.0
D798,F18-34,31,4,0.96,0.0,0.0,31.0
D799,P25-54,49,8,1.37,0.0,0.0,49.0
D800,M25-54,33,6,1.29,0.0,0.0,33.0
D972,F18-34,38,7,1.14,0.0,0.0,38.0
D801,F18-34,58,11,1.34,0.0,0.0,58.0
D802,M25-54,57,9,1.06,0.0,0.0,57.0
D762,M25-54,54,7,1.07,0.0,0.0,54.0
D1,F18-34,60,10,1.3,0.0,0.0,60.0
D569,F18-34,58,8,1.32,0.0,0.0,58.0
D178,M25-54,54,8,1.1,0.0,0.0,54.0
D182,F18-34,28,5,0.98,0.0,0.0,28.0
D184,M25-54,35,5,1.32,0.0,0.0,35.0
D185,F18-34,65,10,1.31,0.0,0.0,65.0
D186,M25-54,52,7,1.1,0.0,0.0,52.0
D188,F18-34,42,6,1.24,0.0,0.0,42.0
D190,F18-34,27,4,1.04,0.0,0.0,27.0
D191,P25-54,54,7,1.44,0.0,0.0,54.0
D192,M25-54,32,4,1.25,0.0,0.0,32.0
D193,F18-34,58,10,1.35,0.0,0.0,58.0
D194,M25-54,54,7,1.07,0.0,0.0,54.0
D196,F18-34,40,6,1.19,0.0,0.0,40.0
D198,F18-34,28,5,0.97,0.0,0.0,28.0
D199,P25-54,48,7,1.44,0.0,0.0,48.0
D200,M25-54,33,6,1.29,0.0,0.0,33.0
D201,F18-34,56,11,1.33,0.0,0.0,56.0
D202,M25-54,59,7,1.13,0.0,0.0,59.0
D204,F18-34,41,6,1.24,0.0,0.0,41.0
D206,F18-34,30,4,0.98,0.0,0.0,30.0
D207,P25-54,52,9,1.35,0.0,0.0,52.0
D208,M25-54,32,4,1.29,0.0,0.0,32.0
D209,F18-34,64,9,1.3,0.0,0.0,64.0
D210,M25-54,55,9,1.06,0.0,0.0,55.0
D212,F18-34,38,8,1.22,0.0,0.0,38.0
D180,F18-34,44,8,1.21,0.0,0.0,44.0
D177,F18-34,54,11,1.25,0.0,0.0,54.0
D215,P25-54,45,9,1.41,0.0,0.0,45.0
D176,M25-54,35,5,1.35,0.0,0.0,35.0
D148,F18-34,40,7,1.15,0.0,0.0,40.0
D149,M25-54,46,7,1.56,0.0,0.0,46.0
D150,F18-34,33,6,1.05,0.0,0.0,33.0
D151,P25-54,45,9,1.37,0.0,0.0,45.0
D152,M25-54,34,5,1.36,0.0,0.0,34.0
D153,F18-34,61,9,1.28,0.0,0.0,61.0
D154,M25-54,59,9,1.06,0.0,0.0,59.0
D156,F18-34,41,6,1.21,0.0,0.0,41.0
D157,M25-54,49,7,1.44,0.0,0.0,49.0
D158,F18-34,28,5,1.01,0.0,0.0,28.0
D159,P25-54,49,7,1.38,0.0,0.0,49.0
D160,M25-54,33,6,1.33,0.0,0.0,33.0
D161,F18-34,59,11,1.3,0.0,0.0,59.0
D162,M25-54,55,8,1.1,0.0,0.0,55.0
D164,F18-34,37,7,1.18,0.0,0.0,37.0
D165,M25-54,41,6,1.44,0.0,0.0,41.0
D166,F18-34,28,6,1.02,0.0,0.0,28.0
D167,P25-54,52,7,1.35,0.0,0.0,52.0
D168,M25-54,32,4,1.25,0.0,0.0,32.0
D169,F18-34,66,12,1.26,0.0,0.0,66.0
D170,M25-54,52,9,1.11,0.0,0.0,52.0
D172,F18-34,41,8,1.2,0.0,0.0,41.0
D174,F18-34,33,4,1.0,0.0,0.0,33.0
D214,F18-34,32,4,1.03,0.0,0.0,32.0
D216,M25-54,38,5,1.24,0.0,0.0,38.0
D145,F18-34,57,9,1.31,0.0,0.0,57.0
D252,F18-34,37,7,1.26,0.0,0.0,37.0
D255,P25-54,52,9,1.43,0.0,0.0,52.0
D256,M25-54,37,6,1.28,0.0,0.0,37.0
D257,F18-34,64,10,1.27,0.0,0.0,64.0
D258,M25-54,51,9,1.12,0.0,0.0,51.0
D260,F18-34,39,7,1.22,0.0,0.0,39.0
D262,F18-34,32,6,0.99,0.0,0.0,32.0
D263,P25-54,51,9,1.45,0.0,0.0,51.0
D264,M25-54,35,6,1.28,0.0,0.0,35.0
D265,F18-34,57,9,1.33,0.0,0.0,57.0
D266,M25-54,59,8,1.12,0.0,0.0,59.0
D268,F18-34,39,6,1.21,0.0,0.0,39.0
D270,F18-34,30,6,1.01,0.0,0.0,30.0
D271,P25-54,54,8,1.43,0.0,0.0,54.0
D272,M25-54,33,4,1.36,0.0,0.0,33.0
D273,F18-34,58,8,1.32,0.0,0.0,58.0
D274,M25-54,60,9,1.15,0.0,0.0,60.0
D276,F18-34,37,6,1.22,0.0,0.0,37.0
D278,F18-34,32,5,0.96,0.0,0.0,32.0
D279,P25-54,46,9,1.42,0.0,0.0,46.0
D280,M25-54,34,5,1.24,0.0,0.0,34.0
D281,F18-34,66,11,1.36,0.0,0.0,66.0
D282,M25-54,58,8,1.14,0.0,0.0,58.0
D283,P25-54,75,13,1.56,0.0,0.0,75.0
D254,F18-34,30,5,1.01,0.0,0.0,30.0
D250,M25-54,55,9,1.07,0.0,0.0,55.0
D217,F18-34,62,9,1.34,0.0,0.0,62.0
D249,F18-34,57,11,1.25,0.0,0.0,57.0
D218,M25-54,50,7,1.12,0.0,0.0,50.0
D220,F18-34,42,8,1.19,0.0,0.0,42.0
D222,F18-34,27,5,0.96,0.0,0.0,27.0
D223,P25-54,46,9,1.44,0.0,0.0,46.0
D224,M25-54,33,5,1.34,0.0,0.0,33.0
D225,F18-34,61,9,1.29,0.0,0.0,61.0
D226,M25-54,59,6,1.15,0.0,0.0,59.0
D228,F18-34,37,7,1.21,0.0,0.0,37.0
D230,F18-34,28,4,0.96,0.0,0.0,28.0
D231,P25-54,51,7,1.41,0.0,0.0,51.0
D232,M25-54,37,6,1.25,0.0,0.0,37.0
D233,F18-34,58,10,1.28,0.0,0.0,58.0
D234,M25-54,54,8,1.13,0.0,0.0,54.0
D236,F18-34,37,7,1.19,0.0,0.0,37.0
D238,F18-34,28,6,1.01,0.0,0.0,28.0
D239,P25-54,45,8,1.39,0.0,0.0,45.0
D240,M25-54,37,5,1.35,0.0,0.0,37.0
D241,F18-34,62,12,1.27,0.0,0.0,62.0
D242,M25-54,53,7,1.14,0.0,0.0,53.0
D244,F18-34,43,7,1.16,0.0,0.0,43.0
D246,F18-34,31,4,1.05,0.0,0.0,31.0
D247,P25-54,50,7,1.45,0.0,0.0,50.0
D248,M25-54,32,5,1.36,0.0,0.0,32.0
D146,M25-54,58,9,1.15,0.0,0.0,58.0
D144,M25-54,32,6,1.35,0.0,0.0,32.0
D286,F18-34,29,4,1.01,0.0,0.0,29.0
D038,F18-34,32,6,1.02,0.0,0.0,32.0
D040,M25-54,38,5,1.3,0.0,0.0,38.0
D041,F18-34,64,11,1.25,0.0,0.0,64.0
D042,M25-54,57,7,1.08,0.0,0.0,57.0
D044,F18-34,42,8,1.23,0.0,0.0,42.0
D046,F18-34,27,5,1.01,0.0,0.0,27.0
D047,P25-54,53,9,1.35,0.0,0.0,53.0
D048,M25-54,33,5,1.25,0.0,0.0,33.0
D049,F18-34,57,10,1.26,0.0,0.0,57.0
D050,M25-54,58,9,1.05,0.0,0.0,58.0
D052,F18-34,38,6,1.25,0.0,0.0,38.0
D054,F18-34,31,6,0.97,0.0,0.0,31.0
D055,P25-54,52,9,1.41,0.0,0.0,52.0
D056,M25-54,33,4,1.27,0.0,0.0,33.0
D057,F18-34,64,8,1.24,0.0,0.0,64.0
D058,M25-54,53,7,1.06,0.0,0.0,53.0
D060,F18-34,39,6,1.18,0.0,0.0,39.0
D062,F18-34,28,4,1.03,0.0,0.0,28.0
D063,P25-54,54,8,1.44,0.0,0.0,54.0
D064,M25-54,38,5,1.35,0.0,0.0,38.0
D065,F18-34,54,9,1.27,0.0,0.0,54.0
D066,M25-54,51,9,1.05,0.0,0.0,51.0
D068,F18-34,39,6,1.2,0.0,0.0,39.0
D070,F18-34,28,4,0.99,0.0,0.0,28.0
D039,P25-54,53,9,1.34,0.0,0.0,53.0
D036,F18-34,39,7,1.23,0.0,0.0,39.0
D073,F18-34,57,10,1.27,0.0,0.0,57.0
D034,M25-54,55,7,1.08,0.0,0.0,55.0
D4,F18-34,40,7,1.2,0.0,0.0,40.0
D6,F18-34,30,5,1.0,0.0,0.0,30.0
D7,P25-54,50,8,1.4,0.0,0.0,50.0
D8,M25-54,35,5,1.3,0.0,0.0,35.0
D009,F18-34,55,11,1.29,0.0,0.0,55.0
D010,M25-54,57,10,1.1,0.0,0.0,57.0
D012,F18-34,40,8,1.24,0.0,0.0,40.0
D014,F18-34,32,4,1.0,0.0,0.0,32.0
D015,P25-54,54,6,1.41,0.0,0.0,54.0
D016,M25-54,38,4,1.31,0.0,0.0,38.0
D017,F18-34,65,9,1.3,0.0,0.0,65.0
D018,M25-54,58,9,1.1,0.0,0.0,58.0
D020,F18-34,40,7,1.24,0.0,0.0,40.0
D022,F18-34,29,5,0.99,0.0,0.0,29.0
D023,P25-54,52,8,1.39,0.0,0.0,52.0
D024,M25-54,37,5,1.35,0.0,0.0,37.0
D025,F18-34,56,11,1.29,0.0,0.0,56.0
D026,M25-54,54,8,1.1,0.0,0.0,54.0
D028,F18-34,42,7,1.22,0.0,0.0,42.0
D029,M25-54,49,6,1.43,0.0,0.0,49.0
D030,F18-34,29,5,0.97,0.0,0.0,29.0
D032,M25-54,35,6,1.25,0.0,0.0,35.0
D033,F18-34,58,10,1.33,0.0,0.0,58.0
D072,M25-54,37,4,1.28,0.0,0.0,37.0
D074,M25-54,55,9,1.09,0.0,0.0,55.0
D142,F18-34,32,6,1.0,0.0,0.0,32.0
D110,F18-34,33,4,0.99,0.0,0.0,33.0
D112,M25-54,36,5,1.34,0.0,0.0,36.0
D113,F18-34,64,11,1.33,0.0,0.0,64.0
D114,M25-54,51,7,1.1,0.0,0.0,51.0
D116,F18-34,41,7,1.23,0.0,0.0,41.0
D117,M25-54,42,6,1.44,0.0,0.0,42.0
D118,F18-34,28,6,0.98,0.0,0.0,28.0
D119,P25-54,54,8,1.34,0.0,0.0,54.0
D120,M25-54,37,4,1.34,0.0,0.0,37.0
D121,F18-34,54,11,1.26,0.0,0.0,54.0
D122,M25-54,53,9,1.1,0.0,0.0,53.0
D124,F18-34,43,8,1.16,0.0,0.0,43.0
D126,F18-34,27,5,1.03,0.0,0.0,27.0
D127,P25-54,52,7,1.45,0.0,0.0,52.0
D128,M25-54,33,6,1.3,0.0,0.0,33.0
D129,F18-34,56,11,1.34,0.0,0.0,56.0
D130,M25-54,57,9,1.07,0.0,0.0,57.0
D132,F18-34,39,7,1.2,0.0,0.0,39.0
D134,F18-34,29,5,1.04,0.0,0.0,29.0
D135,P25-54,47,8,1.42,0.0,0.0,47.0
D136,M25-54,33,5,1.36,0.0,0.0,33.0
D137,F18-34,58,11,1.34,0.0,0.0,58.0
D138,M25-54,53,10,1.11,0.0,0.0,53.0
D140,F18-34,42,6,1.25,0.0,0.0,42.0
D111,P25-54,50,9,1.45,0.0,0.0,50.0
D109,M25-54,49,6,1.43,0.0,0.0,49.0
D076,F18-34,36,8,1.25,0.0,0.0,36.0
D108,F18-34,37,6,1.23,0.0,0.0,37.0
D078,F18-34,31,5,0.96,0.0,0.0,31.0
D079,P25-54,55,9,1.39,0.0,0.0,55.0
D080,M25-54,36,4,1.36,0.0,0.0,36.0
D081,F18-34,64,11,1.33,0.0,0.0,64.0
D082,M25-54,52,7,1.07,0.0,0.0,52.0
D084,F18-34,40,7,1.15,0.0,0.0,40.0
D086,F18-34,28,6,0.96,0.0,0.0,28.0
D087,P25-54,53,8,1.37,0.0,0.0,53.0
D088,M25-54,35,5,1.27,0.0,0.0,35.0
D089,F18-34,64,10,1.35,0.0,0.0,64.0
D090,M25-54,59,7,1.12,0.0,0.0,59.0
D092,F18-34,40,8,1.15,0.0,0.0,40.0
D093,M25-54,46,6,1.43,0.0,0.0,46.0
D094,F18-34,32,5,1.04,0.0,0.0,32.0
D096,M25-54,32,4,1.33,0.0,0.0,32.0
D097,F18-34,58,9,1.35,0.0,0.0,58.0
D098,M25-54,53,9,1.12,0.0,0.0,53.0
D100,F18-34,44,7,1.16,0.0,0.0,44.0
D101,M25-54,43,7,1.45,0.0,0.0,43.0
D102,F18-34,32,4,1.05,0.0,0.0,32.0
D104,M25-54,34,5,1.3,0.0,0.0,34.0
D105,F18-34,55,8,1.25,0.0,0.0,55.0
D106,M25-54,51,7,1.05,0.0,0.0,51.0
D284,F18-34,39,8,1.19,0.0,0.0,39.0
D287,P25-54,53,7,1.4,0.0,0.0,53.0
D568,M25-54,33,6,1.31,0.0,0.0,33.0
D465,F18-34,59,11,1.29,0.0,0.0,59.0
D468,F18-34,39,6,1.22,0.0,0.0,39.0
D470,F18-34,30,5,0.98,0.0,0.0,30.0
D471,P25-54,50,7,1.36,0.0,0.0,50.0
D472,M25-54,35,6,1.29,0.0,0.0,35.0
D473,F18-34,61,12,1.34,0.0,0.0,61.0
D474,M25-54,57,8,1.11,0.0,0.0,57.0
D476,F18-34,37,7,1.21,0.0,0.0,37.0
D478,F18-34,30,4,1.04,0.0,0.0,30.0
D479,P25-54,46,7,1.4,0.0,0.0,46.0
D480,M25-54,35,5,1.36,0.0,0.0,35.0
D481,F18-34,54,11,1.29,0.0,0.0,54.0
D482,M25-54,58,9,1.13,0.0,0.0,58.0
D484,F18-34,40,8,1.23,0.0,0.0,40.0
D485,M25-54,49,6,1.43,0.0,0.0,49.0
D486,F18-34,31,5,1.02,0.0,0.0,31.0
D487,P25-54,45,8,1.42,0.0,0.0,45.0
D488,M25-54,32,5,1.25,0.0,0.0,32.0
D489,F18-34,65,11,1.32,0.0,0.0,65.0
D490,M25-54,55,10,1.07,0.0,0.0,55.0
D492,F18-34,38,6,1.25,0.0,0.0,38.0
D494,F18-34,31,5,1.05,0.0,0.0,31.0
D495,P25-54,47,10,1.38,0.0,0.0,47.0
D496,M25-54,32,6,1.25,0.0,0.0,32.0
D466,M25-54,58,8,1.05,0.0,0.0,58.0
D464,M25-54,38,5,1.3,0.0,0.0,38.0
D498,M25-54,57,8,1.12,0.0,0.0,57.0
D463,P25-54,54,7,1.35,0.0,0.0,54.0
D432,M25-54,37,4,1.26,0.0,0.0,37.0
D433,F18-34,57,11,1.3,0.0,0.0,57.0
D434,M25-54,59,7,1.05,0.0,0.0,59.0
D436,F18-34,41,6,1.17,0.0,0.0,41.0
D438,F18-34,27,4,1.01,0.0,0.0,27.0
D439,P25-54,46,10,1.39,0.0,0.0,46.0
D440,M25-54,32,4,1.31,0.0,0.0,32.0
D441,F18-34,64,9,1.29,0.0,0.0,64.0
D442,M25-54,56,8,1.12,0.0,0.0,56.0
D444,F18-34,43,7,1.26,0.0,0.0,43.0
D446,F18-34,30,5,0.96,0.0,0.0,30.0
D447,P25-54,53,9,1.41,0.0,0.0,53.0
D448,M25-54,36,4,1.35,0.0,0.0,36.0
D449,F18-34,60,10,1.26,0.0,0.0,60.0
D450,M25-54,56,7,1.13,0.0,0.0,56.0
D452,F18-34,39,8,1.14,0.0,0.0,39.0
D454,F18-34,29,4,1.0,0.0,0.0,29.0
D455,P25-54,48,7,1.42,0.0,0.0,48.0
D456,M25-54,33,6,1.27,0.0,0.0,33.0
D457,F18-34,66,9,1.36,0.0,0.0,66.0
D458,M25-54,50,6,1.06,0.0,0.0,50.0
D460,F18-34,41,6,1.2,0.0,0.0,41.0
D462,F18-34,29,5,1.02,0.0,0.0,29.0
D497,F18-34,60,11,1.27,0.0,0.0,60.0
D500,F18-34,37,8,1.25,0.0,0.0,37.0
D430,F18-34,33,6,1.03,0.0,0.0,33.0
D535,P25-54,51,9,1.34,0.0,0.0,51.0
D537,F18-34,57,12,1.36,0.0,0.0,57.0
D538,M25-54,50,9,1.09,0.0,0.0,50.0
D540,F18-34,36,8,1.19,0.0,0.0,36.0
D542,F18-34,30,5,1.01,0.0,0.0,30.0
D543,P25-54,49,9,1.37,0.0,0.0,49.0
D544,M25-54,32,4,1.26,0.0,0.0,32.0
D545,F18-34,55,12,1.32,0.0,0.0,55.0
D546,M25-54,56,9,1.11,0.0,0.0,56.0
D548,F18-34,41,8,1.17,0.0,0.0,41.0
D550,F18-34,30,6,1.05,0.0,0.0,30.0
D551,P25-54,51,6,1.37,0.0,0.0,51.0
D552,M25-54,36,6,1.25,0.0,0.0,36.0
D553,F18-34,64,12,1.25,0.0,0.0,64.0
D554,M25-54,59,8,1.14,0.0,0.0,59.0
D556,F18-34,42,7,1.19,0.0,0.0,42.0
D558,F18-34,28,5,1.01,0.0,0.0,28.0
D559,P25-54,47,8,1.42,0.0,0.0,47.0
D560,M25-54,34,6,1.3,0.0,0.0,34.0
D561,F18-34,58,11,1.31,0.0,0.0,58.0
D562,M25-54,54,7,1.15,0.0,0.0,54.0
D564,F18-34,43,6,1.15,0.0,0.0,43.0
D566,F18-34,33,5,1.04,0.0,0.0,33.0
D567,P25-54,45,9,1.45,0.0,0.0,45.0
D536,M25-54,33,5,1.35,0.0,0.0,33.0
D534,F18-34,30,4,1.01,0.0,0.0,30.0
D2,M25-54,55,8,1.1,0.0,0.0,55.0
D532,F18-34,42,6,1.24,0.0,0.0,42.0
D502,F18-34,28,5,1.05,0.0,0.0,28.0
D503,P25-54,53,7,1.39,0.0,0.0,53.0
D504,M25-54,35,5,1.29,0.0,0.0,35.0
D505,F18-34,55,8,1.27,0.0,0.0,55.0
D506,M25-54,54,8,1.15,0.0,0.0,54.0
D508,F18-34,43,6,1.22,0.0,0.0,43.0
D510,F18-34,31,5,1.0,0.0,0.0,31.0
D511,P25-54,47,8,1.37,0.0,0.0,47.0
D512,M25-54,36,5,1.31,0.0,0.0,36.0
D513,F18-34,60,11,1.36,0.0,0.0,60.0
D514,M25-54,55,8,1.11,0.0,0.0,55.0
D516,F18-34,40,6,1.22,0.0,0.0,40.0
D518,F18-34,28,4,0.97,0.0,0.0,28.0
D519,P25-54,51,7,1.34,0.0,0.0,51.0
D520,M25-54,38,5,1.24,0.0,0.0,38.0
D521,F18-34,60,11,1.29,0.0,0.0,60.0
D522,M25-54,51,8,1.05,0.0,0.0,51.0
D524,F18-34,41,8,1.22,0.0,0.0,41.0
D526,F18-34,27,6,1.0,0.0,0.0,27.0
D527,P25-54,48,9,1.36,0.0,0.0,48.0
D528,M25-54,35,5,1.25,0.0,0.0,35.0
D529,F18-34,64,11,1.26,0.0,0.0,64.0
D530,M25-54,54,7,1.15,0.0,0.0,54.0
D431,P25-54,46,7,1.36,0.0,0.0,46.0
D428,F18-34,38,7,1.21,0.0,0.0,38.0
D288,M25-54,38,5,1.36,0.0,0.0,38.0
D322,M25-54,51,8,1.15,0.0,0.0,51.0
D326,F18-34,29,6,1.03,0.0,0.0,29.0
D327,P25-54,50,9,1.35,0.0,0.0,50.0
D328,M25-54,34,6,1.26,0.0,0.0,34.0
D329,F18-34,66,11,1.32,0.0,0.0,66.0
D330,M25-54,54,7,1.08,0.0,0.0,54.0
D332,F18-34,38,8,1.24,0.0,0.0,38.0
D334,F18-34,27,4,1.02,0.0,0.0,27.0
D335,P25-54,50,9,1.37,0.0,0.0,50.0
D336,M25-54,34,6,1.36,0.0,0.0,34.0
D337,F18-34,55,11,1.31,0.0,0.0,55.0
D338,M25-54,50,8,1.08,0.0,0.0,50.0
D340,F18-34,36,8,1.14,0.0,0.0,36.0
D342,F18-34,27,4,1.0,0.0,0.0,27.0
D343,P25-54,49,9,1.37,0.0,0.0,49.0
D344,M25-54,34,4,1.3,0.0,0.0,34.0
D345,F18-34,65,9,1.34,0.0,0.0,65.0
D346,M25-54,51,9,1.1,0.0,0.0,51.0
D348,F18-34,37,6,1.17,0.0,0.0,37.0
D350,F18-34,29,4,1.01,0.0,0.0,29.0
D351,P25-54,51,7,1.41,0.0,0.0,51.0
D352,M25-54,38,4,1.28,0.0,0.0,38.0
D353,F18-34,64,9,1.25,0.0,0.0,64.0
D354,M25-54,51,9,1.06,0.0,0.0,51.0
D324,F18-34,42,7,1.19,0.0,0.0,42.0
D321,F18-34,62,11,1.27,0.0,0.0,62.0
D358,F18-34,30,4,0.96,0.0,0.0,30.0
D320,M25-54,37,4,1.24,0.0,0.0,37.0
D289,F18-34,64,10,1.32,0.0,0.0,64.0
D290,M25-54,50,8,1.13,0.0,0.0,50.0
D292,F18-34,37,6,1.24,0.0,0.0,37.0
D294,F18-34,29,5,1.02,0.0,0.0,29.0
D295,P25-54,47,8,1.42,0.0,0.0,47.0
D296,M25-54,38,5,1.29,0.0,0.0,38.0
D297,F18-34,61,9,1.31,0.0,0.0,61.0
D298,M25-54,60,7,1.1,0.0,0.0,60.0
D300,F18-34,40,6,1.18,0.0,0.0,40.0
D302,F18-34,30,6,0.96,0.0,0.0,30.0
D303,P25-54,55,8,1.38,0.0,0.0,55.0
D304,M25-54,37,5,1.25,0.0,0.0,37.0
D305,F18-34,57,11,1.25,0.0,0.0,57.0
D306,M25-54,54,7,1.11,0.0,0.0,54.0
D308,F18-34,39,7,1.21,0.0,0.0,39.0
D310,F18-34,32,6,0.99,0.0,0.0,32.0
D311,P25-54,53,8,1.36,0.0,0.0,53.0
D312,M25-54,34,5,1.31,0.0,0.0,34.0
D313,F18-34,64,11,1.26,0.0,0.0,64.0
D314,M25-54,54,9,1.1,0.0,0.0,54.0
D316,F18-34,38,7,1.18,0.0,0.0,38.0
D318,F18-34,29,4,1.0,0.0,0.0,29.0
D319,P25-54,49,8,1.36,0.0,0.0,49.0
D356,F18-34,42,7,1.25,0.0,0.0,42.0
D359,P25-54,55,7,1.4,0.0,0.0,55.0
D426,M25-54,59,8,1.11,0.0,0.0,59.0
D394,M25-54,57,9,1.15,0.0,0.0,57.0
D397,M25-54,42,7,1.43,0.0,0.0,42.0
D398,F18-34,28,5,1.01,0.0,0.0,28.0
D399,P25-54,49,9,1.36,0.0,0.0,49.0
